menu_eggfortune_run,タマゴを割る,Break the egg
menu_total_6th,▼6位以下,▼ 6th place and below
menu_toggle_open,▼再表示,▼ Redisplay
menu_toggle_normal,◆通常ステージ,◆ Normal stage
menu_toggle_special,◆特殊ステージ,◆ Special stage
menu_siteinfo,サイト情報,Site information
menu_siteinfo_moving,移転日,Relocation date of the site
menu_siteinfo_admin,管理人：木っ端ちゃっぴー,Caretaker: koppacha(木っ端ちゃっぴー)
menu_siteinfo_blog,ブログ,blog
menu_siteinfo_caution,◆このサイトは非公式であり、任天堂及びその他権利者とは一切関係ありません。お問い合わせ、要望など管理人への連絡は本家ブログの連絡フォームまでお願いします。,◆ This site is unofficial and has nothing to do with Nintendo. For inquiries, requests, etc., please use the contact form on the blog.
menu_siteinfo_contact,→連絡フォーム,→ Contact form
form_title,◆スコア登録,◆ Sending your scores
form_lockon,フォームロック中,Form locked
form_lockoff,フォームロック解除中,Form unlocking
form_player,プレイヤー名,player name
form_player_caution,数字のみや半角記号不可。12文字まで [クリックで詳細],Only numbers and half-width symbols are not allowed. Up to 12 characters [Click for details]
form_player_caution_detail,"名前の制約詳細
・使えるのはShift-JISで表現可能なひらカタ・漢字・アルファベット・数字と一部の記号です
・最初の１文字は数字やアンダーバーは使えません
・13文字以上の名前は使えません（半角は0.5文字として計算）
・「名無し」「匿名」「Anonymous」など匿名を想起させる名称は使えません
・ゲームや漫画や小説などに登場するキャラクターや固有名詞はなるべくそのまま使わないでください
・他の人と重複した名前は使えません
・半角記号の一部は使えません（!""$&'()\/）
・機種依存文字（常用漢字外の漢字や絵文字、丸数字など）は使えません
・現実の自分自身や知り合い、現実やネットの著名人の実名やハンドルネームは使えません","""Name constraint details
・ You can use alphanumeric characters, Hiragana, Katakana, Kanji, and some symbols that can be expressed in Shift-JIS.
・ Numbers and underscores cannot be used for the first character
・ Names with 13 characters or more cannot be used
・ Names such as ""anonymous"" cannot be used.
・ Please do not use characters and proper nouns that appear in games, manga, novels, etc.
・ You cannot use a name that someone else is already using.
・ Some symbols cannot be used (! """" $ &'() \ /)
・ Machine-dependent characters (kanji, pictograms, circled numbers, etc. other than common kanji) cannot be used.
・ You cannot use the real names of yourself, acquaintances, real people, or celebrities on the Internet. """
form_pass,パスワード,password
form_pass_caution,(初投稿したときに入力したパスワードが登録されます),(The password you entered when you posted for the first time will be registered)
form_pass_caution2,パスワードを忘れた場合は,forgot password?
here,こちら,Here
form_twitter_login,Twitterでログイン,Login with Twitter
form_twitter_post,Twitterにも投稿する,Post to Twitter
form_twitter_login_now,Twitterでログイン中,Currently logged in with Twitter
form_twitter_logout,Twitterからログアウト,Log out of Twitter
form_division,登録区分,Select Division
form_division_normal,通常ランキング,Standard ranking
form_division_new,新チャレンジモード,New challenge mode
form_division_2p,2Pモードランキング,2-Player mode ranking
form_division_unlimit,アンリミテッド・ランキング,Unlimited Ranking
form_division_limited,期間限定/日替わりチャレンジ,Season / Daily Challenge
form_division_dungeon,本編地下チャレンジ,Challenge in Main Story
form_division_story,本編ランキング,Ranking (Main Story)
form_division_battle,バトルモード,Battle mode
form_conf,各種設定,Settings
form_conf_defalut,▼選んでください,Please select
form_conf_delete,記録を削除する,Delete Record
form_conf_update,記録を更新する,Update Record
form_conf_profile,プロフィールを登録／更新,Edit Profile
form_conf_post,メッセージを送る,send a message
form_conf_nopostlogin,投稿せずにログイン,Login Only
form_conf_nopostlogin_caution,（記録を何も登録せずにログインだけします。「登録」ボタンを押してください。）,Login without posting. tap "register" button.
form_conf_profile_site,運営しているサイト/ブログ,Site / blog that you run
form_conf_profile_site_caution,（サイト名32文字まで・URLパラメータは登録できません）,(Site name up to 32 characters - URL parameters cannot be registered)
form_conf_profile_site_name,サイト名,Site name
form_conf_profile_site_url,URL,URL
form_conf_profile_nicovideo,ニコニコ動画,Nicovideo
form_conf_profile_nicovideo_caution,（マイリスト[mylist/XXXXX]またはユーザーページ[user/XXXXX]）,(my list [mylist/XXXXX] or user page [user/XXXXX])
form_conf_profile_twitch,Twitch,Twitch
form_conf_profile_youtube,YouTube,YouTube
form_conf_profile_youtube_caution,（チャンネルURLの[user/XXXXX]または[channel/XXXXX]をuser・channelを含めて入力）,(Enter [user/XXXXX] or [channel/XXXXX] of the channel URL including user / channel)
form_conf_profile_twitter,Twitter ID,Twitter username
form_conf_profile_twitter__caution,（@を除いたアカウント名を入力・鍵アカは非推奨）,(Enter the account name excluding @)
form_conf_profile_fav,お気に入りステージ,Favorite stage
form_conf_profile_fav_noselect,選択なし,None
form_conf_profile_comment,プロフィールコメント,Profile comment
form_conf_profile_comment_caution,（256文字まで・改行はそのまま反映されます）,(Up to 256 characters, line breaks are reflected as they are)
form_conf_profile_caution,（※登録されている情報を削除したい場合は空欄のまま送信してください）,(* If you want to delete the registered information, please leave it blank)
form_conf_profile_caution2,（※NGワードが一つでもあるとすべて反映されません。ご注意ください）,(* Please note that if there is even one NG word, it will not be reflected.)
form_conf_post_theme,テーマ,theme
form_conf_post_limited,期間限定ルールを投稿する,Post a new Ranking idea
form_conf_post_achievement,ピクミン実績を投稿する,Post Pikmin achievements
form_conf_post_other,その他(意見・要望・通報・不具合報告・削除申請),Others(opinions / requests / reports / bug reports)
form_conf_post_other_post,自由記述欄,Note
form_conf_post_other_post_caution,"投稿の前にお読みください
ルール集をよく読んでから送信してください。
こちらはユーザー証明が必要な内容の連絡フォームです。匿名で済む情報提供（不具合報告・要望・荒らし通報等）はGoogleフォームが確実です。
要望等で返信が欲しい場合、先頭行にメールアドレスかTwitter ID（@を含む半角英数字）を入力してください。Twitterの場合管理人TwitterからのDMになります。設定やフォロー状況によっては届きません。
やむを得ない事情でユーザー削除を申請したい場合、以下のフォームに「削除」と入力してそのまま送信してください。
ユーザー名を「名無し」に変える措置を執らせていただきます（スコア自体は他参加者のランクポイントにも強くかかわっているため削除できません。予めご了承ください）。
","""Please read before posting
Please read the rules carefully before sending.
This is a contact form that requires proof of user. The Google form is sure to provide information that can be done anonymously (defect reports, requests, vandalism reports, etc.).
If you want a reply due to a request, please enter your email address or Twitter ID (half-width alphanumeric characters including @) in the first line. In the case of Twitter, it will be DM from the administrator Twitter. It may not be delivered depending on the settings and follow-up status.
If you want to apply for user deletion due to unavoidable circumstances, please enter ""Delete"" in the form below and send it as it is.
We will take measures to change the user name to ""anonymous"" (Please note that the score itself is strongly related to the rank points of other participants and cannot be deleted).
"""
form_conf_post_limited,ステージ名と縛りルール名,Stage & Rule name
form_conf_post_limited_caution,(『チーム対抗戦』など包括ルールの投稿の場合、ルール名のみ入力),(When posting a comprehensive rule such as "Team Battle", enter only the rule name)
form_conf_post_limited_detail,ルール詳細,Rule details
form_conf_post_limited_detail_caution,"縛りルールの条件
・プラットフォームなどプレイ環境の差によって著しいスコア差が生まれないこと
・参加者の過半数はクリアできる程度の難易度であること
・実証に大きな手間がかかる、または実証不可能な縛りではないこと","""Conditions for binding rules
・ There should be no significant score difference due to differences in play environment such as platforms.
・ The majority of participants must be difficult enough to clear
・ It is not a binding that takes a lot of time and effort to prove or cannot be proved. """
form_conf_update_id,投稿ID,Post ID
form_conf_update_caution,(投稿者による記録の削除はタイプミス等によって不本意に虚偽のスコアを投稿してしまった場合のみ認められます。投稿者の自己都合による削除は認められません。),(Delete of the record by the poster is permitted only when the false score is unintentionally posted due to a typo etc. The deletion by the poster's own convenience is not permitted.)
form_conf_update_reset,リセットする,Reset
form_conf_update_reset_caution,(登録済みのコメント・証拠写真・証拠動画を削除する場合チェックしてください。チェックした場合、以下のフォームで新しく登録する情報以外は削除されます),(Please check if you want to delete the registered comment, evidence photo, evidence video. If you check, all the information other than the newly registered information will be deleted in the form below)
form_conf_update_reset_check,←チェック,← Check
form_score_stage,ステージ名,Stage name
form_score_reague,参加リーグ,Participating league
form_score_reague_value1,レギュラーリーグ（レート変動あり）,Regular league (with rate fluctuations)
form_score_reague_value2,フリー対戦（レート変動なし）,Free match (no rate fluctuation)
form_score_rule,対戦ルール,Battle rules
form_score_macaroon,マカロンあり,With macaroons
form_score_reader,２対２,2 to 2
form_score_pikmin,初期ピクミン,initial pikmin
form_score_1p,1P,1P
form_score_2p,2P,2P
form_score_regular,対戦ルール（レギュラーリーグ）,Battle rules (regular league)
form_score_regular_rule,"[ピクミン2] 
　・1P/2P初期ピクミン：25匹 
 
[ピクミン3] 
　・マカロン：なし 
　・リーダー：1対1 
　・1P/2P初期ピクミン：25匹 ","[Pikmin 2]
・ 1P / 2P initial Pikmin: 25
 
[Pikmin 3]
・ Macaron: Off
・ Leaders: 1 vs. 1
・ 1P / 2P initial Pikmin: 25"
form_score_result,結果,result
form_score_result_1win,1Pの勝利,1P victory
form_score_result_2win,2Pの勝利,2P victory
form_score_result_draw,引き分け,draw
form_score_result_invalid,無効試合,Invalid match
form_score_result_detail,結果詳細,result details
form_score_result_detail_value1,相手チーム色のビー玉を運んだ,got foe's marble
form_score_result_detail_value2,黄色ビー玉を４つ運んだ,got 4 yellow marble
form_score_result_detail_value3,ビンゴシートが１列以上揃った,completed one or more lines
form_score_result_detail_value4,勝利のマカロンを運んだ,Retrieve your macaroon
form_score_result_detail_value5,相手リーダーがダウンした,Opponent's Leader loses all of his health
form_score_result_detail_value6,相手ピクミンがゼンメツした,Opponent's Pikmin Extinction
form_score_result_detail_value7,無効試合/引き分け,Draw / No contents
form_score_minites_point,所持TP,Possession TP
form_score_console_1p,1P操作方法,1P operation method
form_score_player_2p,2Pプレイヤー名,2P player name
form_score_console_2p,2P操作方法,2P operation method
form_score_score,スコア,Score
form_score_evidence_video,証拠動画必要スコア,border (Video Required)
form_score_evidence_photo,証拠画像必要スコア,border (Result Required)
form_score_trial,体験版,Demo
form_score_trial_caution,（※体験版をプレイした場合はチェックして下さい。）,(* Please check if you played the trial version.)
form_score_time,タイム,Time
form_score_min,分,Minutes
form_score_sec,秒,Seconds
form_score_prov,暫定スコア,Provisional Score
form_score_value,お宝累計,Amount Earned
form_score_totaltime,合計時間,Total Time
form_score_limittime,制限時間,Time Limit
form_score_init_composition,初期構成,Pikmin Entering
form_score_total,合計,Total
form_score_possible,連れて行ける数,Number of Pikmin you can take
red,赤,Red
blue,青,Blue
yellow,黄,Yellow
purple,紫,Purple
white,白,White
form_score_add_composition,追加編成,Additional Member
form_score_add_composition_caution,（ポポガシグサは使用回数を入力）,Please enter the number of times you have used in the Queen Candypop Bud field
koppa,コッパ,Bulbmin
popoga,ポポガ,Queen Candypop Bud
form_score_deaths,犠牲数,Number of deaths
form_score_timeandscore,通過タイム/スコア,Elapsed time / score
form_score_hour,時間,time
form_score_point,点,points
form_score_basescore,基本スコア,Basic score
form_score_cleartime_caution,(＊クリアタイムのみ投稿の場合、秒数には「0」を入力してください),put 0 in "second" When posting Time record only)
form_score_dayｓ,クリア日数,Days spent
form_score_day,日,days
form_score_collect,回収数,Number of collections
form_score_piece,個,
form_score_totalpikmin,増やした数,Pikmin Born
form_score_total_caution,(＊「増やした数」は「残ったピクミン」と「死んだピクミン」の合算です),(* "Pikmin Born" is the sum of "remaining Pikmin" and "dead Pikmin")
winged,羽,Winged
rock,岩,Rock
form_score_storylim01,ノースプレー,No spray
form_score_storylim02,ノーダメージ,No damage
form_score_storylim03,ノーリセット,No reset
form_score_storylim04,ノーキル,No kill
form_score_storylim05,午前縛り,By noon
form_score_storylim06,赤不使用,Red not used
form_score_storylim07,青不使用,Blue not used
form_score_storylim08,黄不使用,Yellow not used
form_score_storylim09,地下隊列最小,Underground platoon minimum
form_score_storylim10,白不使用,White not used
form_score_storylim11,紫不使用,Purple not used
form_score_storylim12,コッパ不使用,Bulbmin not used
form_score_storylim13,葉のみ,Leaves only
form_score_storylim14,常時ズームイン,Always zoom in
form_score_storylim15,リーダー１人,1 leader
form_score_storylim16,LRZボタン禁止,LRZ button prohibited
form_score_storylim17,Cスティック禁止,C stick prohibited
form_score_storylim18,Bボタン禁止,B button prohibited
form_score_storylim19,バグ技不使用,Glitchless
form_score_storylim20,地下１回制限,One underground limit
form_score_storylim21,毎日１匹スタート,Start one every day
form_score_comment,一行コメント,Comments:
form_score_evidence_photo,証拠写真,Photographic evidence:
form_score_evidence_photo_caution,写真：bmp/jpeg/png/gif形式のいずれか [クリックで詳細],Photo: bmp, jpeg, png or gif [Click for details]
form_score_evidence_attachment_video_caution,動画：mp4形式のみ、最大40MBまで [クリックで詳細],Video: mp4 format only, up to 40MB [Click for details]
form_score_evidence_photo_detail,"証拠写真の条件詳細
・3MB以上の画像は自動的に圧縮されます。
・通常ランキング10位以上（ピクミン2では20位以上）、特殊ランキングへの投稿では必須。 
・リザルト画面の大半が映っているもの、できれば紙吹雪が舞っている状態のリザルト画面が望ましい。 
・撮り損ねた場合はステージセレクト画面で当該ステージのハイスコアが表示されている画面の写真でも可。 
・直撮り・キャプ画かどうかは問わないが、直撮りの場合は顔などの映り込みやExif情報に注意（写真はサイト上に公開される）","""Details of proof photo conditions
-Images larger than 3MB are automatically compressed.
・ Normal ranking 10th or higher (20th or higher in Pikmin 2), required for posting to special rankings.
・ It is desirable to have a result screen that shows most of the result screen, preferably with confetti.
・ If you fail to take a picture, you can use a picture of the screen where the high score of the stage is displayed on the stage select screen.
・ It doesn't matter if it's a direct shot or a cap image, but if you take a direct shot, be careful about reflections such as faces and Exif information (photos will be published on the site) """
form_score_evidence_attachment_video_detail,"ショート動画の条件詳細
・ショート動画は現在不具合対応中です。アップロードできません。（2020/07/04）
・ショート動画は当サイトへ直接動画をアップロードする仕組みです。 
・ピクミン2通常ランキング10位以上または各種RTAでは原則必須（動画サイトでも可） 
・適当な音質の音声があり、ゲームプレイの認識に支障がない画質であり、著しいブロックノイズや音ズレがないこと 
・Aviutl + x264GUIでのH.264エンコードを推奨。ビットレート指定は音声最大128kbps、上限ファイルサイズ指定最大40MB 
・機種にかかわらずピクミン1/2では480p・30fps、ピクミン3では720p～1080p・60fps推奨。 
・プレイ時間が長い場合などで上記設定で画質に難がある場合はYouTubeへの投稿をご検討ください。 ","""Details of short video conditions
・ Short videos are currently being fixed. I can't upload. (2020/07/04)
・ Short videos are a mechanism for uploading videos directly to this site.
・ Pikmin 2 is usually ranked 10th or higher or required in principle for various RTAs (video sites are also acceptable)
-There is sound with appropriate sound quality, the image quality does not interfere with the recognition of game play, and there is no significant block noise or sound deviation.
-H.264 encoding with Aviutl + x264 GUI is recommended. Bit rate specification is maximum audio 128kbps, maximum file size specification maximum 40MB
・ Regardless of the model, 480p / 30fps is recommended for Pikmin 1/2, and 720p-1080p / 60fps is recommended for Pikmin 3.
・ If you have difficulty in image quality with the above settings due to long play time, please consider posting to YouTube. """
form_score_filesizeover,※写真は3MB以下にしてください！, Image you upload must be less than 3MB.
form_score_evidence_movieurl,証拠動画URL,URL (Proof Video)
form_score_evidence_movieurl_caution,（ピクミン2チャレンジモード10位以上の場合必須）,(Required for Pikmin 2 Challenge Mode 10th or higher)
form_score_evidence_movieurl_caution2,（ニコニコ動画・YouTube・Twitchのみ登録可能）,(Only Nico Nico Douga, YouTube, and Twitch can be registered)
form_score_warning,投稿完了した時点でルール集に同意したものと見なされます。投稿前にもう一度スコアをご確認ください！,By completing the posting, you are deemed to have agreed to the rules. Please check your score again before posting!
main_sub_title,本家ブログ11周年企画 by @koppachappy,Honke Blog 11th Anniversary Project by @koppachappy
main_title,ピクミンシリーズチャレンジモード大会,The Leaderboards of Pikmin Series Challenge & Mission Mode
main_eng_title,The Leaderboards of Pikmin Series Challenge & Mission Mode,ピクミンシリーズチャレンジモード大会
main_welcome,ようこそ,About
main_video_stop,一時停止,Pause video
main_video_toggle,動画On/Off,Show/Hide video
main_warning,このサイトは非公式であり、任天堂株式会社とは一切関係ありません。,This site is unofficial and has nothing to do with Nintendo Co., Ltd.
menu_toplink,トップページ,top page
menu_mobile_total,総合 ------------------------------ ,Overall ------------------------------
main_head_special,◆特殊スコアリスト,◆ Special score list
main_head_user,◆ユーザー別スコアリスト,◆ Score list by user
main_head_story,◆本編ランキング,◆ Main story ranking
main_head_note,◆個別ページ,◆ Individual page
main_head_mix,◆チャレンジモード複合,◆ Challenge mode compound
main_head_battle,◆バトルモードランキング,◆ Battle mode ranking
main_head_battle_total,◆バトルモード戦績,◆ Battle mode battle record
main_head_offlineevent,◆ピクチャレ大会オフラインイベント,◆ Picturere Tournament Offline Event
main_head_limited,◆期間限定ランキング,◆ Limited time ranking
main_head_single,◆記録個別ページ,◆ Record individual page
main_head_userplan,◆参加者企画,◆ Participant planning
main_head_total,◆総合ランキング,◆ Overall ranking
main_minites_kuji,くじを引いた総数,Total number of lottery
main_kai,回,Times
tail_nin,人,Man
main_postcount,投稿数,Number of posts
main_playercount,参加人数,The number of participants
main_displaycount,表示中のステージ数,Number of stages being displayed
main_master,管理人,Caretaker
main_loginnow,ログイン中,Login
main_recordcount,記録数,Number of records
main_stagecount,ステージ数,Number of stages
main_battlecount,総対戦回数,Total number of matches
main_signupdate,登録日,Registration date
main_lastupdate,最終投稿日,Last posted date
tail_hiki,匹,Animal
main_historymode,ヒストリーモードで表示中 [クリックで解除],Displaying in history mode [Click to cancel]
main_nodata,記録がありません！ [フィルターを解除],No record now !
main_trend,◆最近の流行ステージ,◆ Recent fashion stage
main_activescore,◆アクティブユーザー総合ランキング,◆ Active user overall ranking
main_activepost,◆アクティブユーザー投稿数ランキング,◆ Ranking of the number of posts by active users
main_navlock_on,ナビゲーションロック中,Navigation locked
main_navlock_off,ナビゲーションロック解除中,Navigation unlocking
main_nav_pik2,ピクミン2総合,Pikmin 2 Overall
main_nav_pik3,ピクミン3総合,Pikmin 3 Overall
main_nav_normal,通常ランキング,Standard Ranking
main_nav_special,特殊ランキング,Other Ranking
main_nav_pik3anddx,ピクミン3/デラックス,Pikmin 3 / Deluxe
main_nav_anomaly,変則ルール,Special Ruleset Ranking
main_nav_storyandrta,本編/RTA,Main Story / Speedrun
main_nav_2p,2Pプレイ,Co-op
main_nav_pikcup,ピク杯,Pik-cup
main_nav_userplan,参加者企画,Participant planning
main_nav_individual,個人戦,Individual match
japan_tokyo,東京,Tokyo
japan_tokyo_ueno,上野,Ueno
japan_tokyo_ikebukuro,池袋,Ikebukuro
main_nav_userplan1,ピクミン2全ステージ各一本勝負,Pikmin 2 All stages one try
main_nav_winner,優勝,Winner
main_nav_idea,アイデア賞,Idea award
main_nav_colorcoded1,自陣と敵陣を色分け,Color-code your own team and the enemy team
main_nav_colorcoded2,ユーザー毎に色分け,Color coded for each user
main_nav_team_in,さんの所属チームは,is on
desu_tail,です。,team
main_nav_team_notin,さんはまだチームに所属していません。,doesn't belongs to Any team.
main_nav_team_rate,さんのレート,Rate
main_nav_team_join,参加する,Join
main_nav_team_join_caution,（参加予定のない方は押さないでください！）,(Please do not press if you do not plan to participate!)
main_nav_team_error,ログインしていません。期間限定ランキングは通常ランキングに１回でも参加してログインしていることが参加条件になります。,You are not logged in. Participation condition for the limited-time ranking is that you have participated in the regular ranking even once and logged in.
main_nav_team_last,あと,after
main_nav_team_undevelop,（未開地）,(Undeveloped land)
main_nav_team_exborder,EXボーダー,EX border
main_nav_team_hiscore,ハイスコア,Best Score
main_nav_team_base,（拠点）,(Base)
main_nav_area_unbanned,未解禁,Locked
main_nav_area_lifted,解禁済み,Unlocked
main_nav_area_notclear,未クリア,not passed yet
main_nav_area_borderover,ボーダー突破,Border breakthrough
main_nav_area_exborderover,EXボーダー突破,EX border breakthrough
main_ki,期,Period
main_info_70k,70万点参考スコア,700,000 points benchmarks
main_info_unexpected,想定外,Unexpected
main_daily_simtitle,★お宝一覧シミュレーター [クリックで開閉],★ Treasure list simulator [Click to open and close]
main_daily_floor,階層,Sublevel
main_daily_name,名前,name
main_daily_value,価値,Poco
main_uplan_player,参加者名,Player name
main_uplan_toplink,ランキング総合ページへ,To the ranking general page
main_nav_team_border,ボーダースコア,Border score
main_nav_team_numofplayer,必要人数,Required number of people
main_nav_team_borderover,ボーダー突破人数,Number of people breaking through the border
main_battle_win,勝,Win
main_battle_lose,敗,Loss
main_battle_draw,分,Minutes
no_comment,コメントなし,no comment
main_limited_classa,◆Aクラス限定◆,◆ A class only ◆
main_limited_classb,◆Bクラス限定◆,◆ B class only ◆
main_limited_eachteam,◆各チーム,◆only 
main_limited_eachteam_tail,人まで◆,  per a team◆
main_limited_last,残り,remaining
main_limited_turn1,先鋒,1st
main_limited_turn2,次鋒,2nd
main_limited_turn3,副将,3rd
main_limited_turn4,大将,4th
main_limited_turn5,ヘイ,Hey
main_limited_bonus,(ボーナス),(Bonus)
main_limited_noplayer,(まだ参加者がいません),(No participant)
main_season_toggleall,全期間モード,All period mode
main_season_toggleseason,シーズンモード,Season mode
main_topscore,トップスコア,Top score
main_score_player,プレイヤー,Player:
main_score_score,スコア,Score:
main_score_date,投稿日時,Date:
main_score_notvideo,この記録は１位ですが証拠動画がありません。,This record is number one, but there is no evidence video.
main_score_egg,割ったタマゴの総数,Total number of broken eggs
main_score_trial,[体験版],[Demo]
main_battle_total,戦,War
main_score_tresure,お宝,Treasure
main_score_time,タイムボーナス,Time bonus
pik,ピクミン,Pikmin
main_score_deaths,犠牲,Sacrifice
main_score_teamtotal,◆チーム別ランクポイント,◆ Rank points by team
main_limited_wrtotal,WR総合ランキング,WR overall ranking
main_breakthrough,踏破ポイント,Breaking point
main_score_notpindata,比較用データがありません,No data for comparison
main_score_cat,カテゴリ,category
main_score_topper,トップ保持者,Top holder
main_seasontop,今期トップ,This term top
menu_limited_16,第16回期間限定ランキング,16th Limited Time Ranking
main_compare_displaytotal,表示中の合計点,Total points displayed
main_compare_toprank,最高位,Highest rank
main_compare_averank,平均位,Average rank
main_compare_lowrank,最低位,Lowest rank
main_compare_totalrps,合計RPS,Total RPS
main_score_videosearch,[ステージ名で動画を検索],[Search Video with Cave name]
main_filter_pin,ピン表示,Pin display
main_filter_sort,並び順,order
main_filter_subfilter,フィルター1,Filter 1
main_filter_filter,フィルター2,Filter 2
main_filter_logfilter,フィルター3,Filter 3
main_compare_score,スコア比較表示,Score comparison display
main_compare_timebonuscaution,(タマゴムシとサンショクシジミのポイントを含む),(Including points of Mitites and Unmarked Spectralids)
main_compare_ave_over,平均以上,Above average
main_compare_ave_down,平均以下,Below average
main_compare_target_over,目標突破,Goal breakthrough
main_compare_target_down,目標未満,Less than the target
main_compare_change_over,上昇,Rise
main_compare_change_down,下降,Descent
main_compare_change_caution,(未更新ステージや古い投稿は除く),(Excluding unupdated stages and old posts)
main_compare_getwr,ピクミン3WR獲得数,Number of Pikmin 3WR acquisitions
main_compare_over180,WR差3分以上,WR difference 3 minutes or more
san_tail,さん,Mr.
main_compare_rank_over,位以上獲得数,Number of ranks or higher
main_compare_rank_down,位以下,Below the rank
limited_stage_title_fixed1,個人戦,Individual match
limited_stage_title_fixed2,個人戦,Individual match
limited_stage_title_fixed3,個人戦,Individual match
limited_stage_title_fixed4,個人戦,Individual match
limited_stage_title_fixed5,個人戦,Individual match
limited_stage_title_fixed6,チーム対抗戦,Team competition
limited_stage_title_fixed7,チーム対抗戦,Team competition
limited_stage_title_fixed8,チーム対抗戦,Team competition
limited_stage_title_fixed9,チーム対抗戦,Team competition
limited_stage_title_fixed10,チーム対抗戦,Team competition
limited_stage_title_fixed11,チーム対抗戦,Team competition
limited_stage_title_fixed12,エリア踏破戦,Area traversal battle
limited_stage_title_fixed13,エリア踏破戦,Area traversal battle
limited_stage_title_fixed14,エリア踏破戦,Area traversal battle
limited_stage_title_fixed15,エリア踏破戦,Area traversal battle
limited_stage_sub_fixed0,スタンダード,Standard
limited_stage_sub_fixed1,スタンダード,Standard
limited_stage_sub_fixed2,スタンダード,Standard
limited_stage_sub_fixed3,スタンダード,Standard
limited_stage_sub_fixed4,スタンダード,Standard
limited_stage_sub_fixed5,スタンダード,Standard
limited_stage_sub_fixed6,スタンダード,Standard
limited_stage_sub_fixed7,スタンダード,Standard
limited_stage_sub_fixed8,短期決戦,Short-term decisive battle
limited_stage_sub_fixed9,ピンポイント,Pinpoint
